,userId,title,rating,user,movie
76,1,Gladiator (2000),5.0,0,2292
77,1,Go (1999),5.0,0,2300
78,1,Goldfinger (1964),5.0,0,2331
79,1,"Good Morning, Vietnam (1987)",5.0,0,2345
80,1,Goodfellas (1990),5.0,0,2356
81,1,"Goonies, The (1985)",5.0,0,2361
82,1,"Great Mouse Detective, The (1986)",5.0,0,2389
83,1,"Green Mile, The (1999)",5.0,0,2400
84,1,Grosse Pointe Blank (1997),4.0,0,2412
85,1,Groundhog Day (1993),4.0,0,2413
86,1,Grumpier Old Men (1995),4.0,0,2417
87,1,Grumpy Old Men (1993),5.0,0,2418
88,1,Gulliver's Travels (1939),5.0,0,2427
89,1,Heat (1995),4.0,0,2539
90,1,Henry V (1989),5.0,0,2567
91,1,Highlander (1986),5.0,0,2599
92,1,"Honey, I Shrunk the Kids (1989)",4.0,0,2650
93,1,Hook (1991),4.0,0,2654
94,1,Howard the Duck (1986),4.0,0,2713
95,1,I Know What You Did Last Summer (1997),3.0,0,2756
96,1,I Still Know What You Did Last Summer (1998),2.0,0,2770
97,1,Independence Day (a.k.a. ID4) (1996),3.0,0,2864
98,1,Indiana Jones and the Last Crusade (1989),5.0,0,2870
99,1,Indiana Jones and the Temple of Doom (1984),5.0,0,2871
100,1,"Iron Giant, The (1999)",5.0,0,2928
101,1,JFK (1991),5.0,0,2964
102,1,James and the Giant Peach (1996),5.0,0,2985
103,1,"Jungle Book, The (1967)",5.0,0,3081
104,1,"Jungle Book, The (1994)",5.0,0,3082
105,1,Jurassic Park (1993),4.0,0,3089
106,1,King Kong (1933),4.0,0,3156
107,1,Kiss the Girls (1997),4.0,0,3181
108,1,L.A. Confidential (1997),5.0,0,3221
109,1,Labyrinth (1986),4.0,0,3228
110,1,Ladyhawke (1985),4.0,0,3238
111,1,"Last of the Mohicans, The (1992)",3.0,0,3286
112,1,Legend (1985),4.0,0,3309
113,1,Lethal Weapon (1987),4.0,0,3331
114,1,Live and Let Die (1973),5.0,0,3403
115,1,"Lock, Stock & Two Smoking Barrels (1998)",5.0,0,3411
116,1,Logan's Run (1976),3.0,0,3417
117,1,"Longest Day, The (1962)",4.0,0,3429
118,1,"Lord of the Rings, The (1978)",5.0,0,3444
119,1,M*A*S*H (a.k.a. MASH) (1970),5.0,0,3510
120,1,Mad Max (1979),5.0,0,3525
121,1,"Man with the Golden Gun, The (1974)",4.0,0,3596
122,1,"Mask, The (1994)",4.0,0,3636
123,1,"Matrix, The (1999)",5.0,0,3654
124,1,McHale's Navy (1997),3.0,0,3669
125,1,Men in Black (a.k.a. MIB) (1997),3.0,0,3701
126,1,"Messenger: The Story of Joan of Arc, The (1999)",5.0,0,3712
127,1,Mission: Impossible (1996),3.0,0,3784
128,1,Monty Python and the Holy Grail (1975),5.0,0,3828
129,1,Monty Python's Life of Brian (1979),5.0,0,3830
130,1,Mr. Smith Goes to Washington (1939),5.0,0,3875
131,1,Mrs. Doubtfire (1993),3.0,0,3880
132,1,"Mummy, The (1999)",2.0,0,3894
133,1,"Negotiator, The (1998)",5.0,0,4003
134,1,"NeverEnding Story, The (1984)",5.0,0,4020
135,1,"Newton Boys, The (1998)",5.0,0,4027
136,1,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",4.0,0,4097
137,1,Office Space (1999),5.0,0,4146
138,1,Pete's Dragon (1977),3.0,0,4362
139,1,Pink Floyd: The Wall (1982),5.0,0,4391
140,1,Pinocchio (1940),5.0,0,4396
141,1,Planet of the Apes (1968),5.0,0,4421
142,1,Platoon (1986),4.0,0,4423
143,1,Predator (1987),4.0,0,4485
144,1,"Princess Bride, The (1987)",5.0,0,4520
145,1,Psycho (1960),2.0,0,4552
146,1,Psycho (1998),2.0,0,4553
147,1,Pulp Fiction (1994),3.0,0,4558
148,1,"Quiet Man, The (1952)",5.0,0,4590
149,1,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0,0,4608
150,1,Red Dawn (1984),5.0,0,4656
151,1,"Rescuers, The (1977)",5.0,0,4694
152,1,Reservoir Dogs (1992),5.0,0,4695
153,1,Return to Oz (1985),3.0,0,4709
154,1,Road Trip (2000),4.0,0,4753
155,1,"Road Warrior, The (Mad Max 2) (1981)",5.0,0,4754
156,1,Rob Roy (1995),5.0,0,4759
157,1,Robin Hood (1973),5.0,0,4760
158,1,RoboCop (1987),4.0,0,4765
159,1,"Rock, The (1996)",4.0,0,4774
160,1,"Rocketeer, The (1991)",5.0,0,4778
161,1,Rocky (1976),5.0,0,4780
162,1,"Rocky Horror Picture Show, The (1975)",3.0,0,4782
163,1,Romancing the Stone (1984),4.0,0,4794
164,1,Run Lola Run (Lola rennt) (1998),5.0,0,4836
165,1,Rush Hour (1998),4.0,0,4852
166,1,Rushmore (1998),5.0,0,4855
167,1,SLC Punk! (1998),5.0,0,4860
168,1,Saving Private Ryan (1998),4.0,0,4903
169,1,Schindler's List (1993),5.0,0,4928
170,1,Scream 3 (2000),5.0,0,4950
171,1,"Secret of NIMH, The (1982)",5.0,0,4971
172,1,Seven (a.k.a. Se7en) (1995),5.0,0,4997
173,1,Shaft (1971),5.0,0,5020
174,1,Shaft (2000),4.0,0,5021
175,1,She's the One (1996),4.0,0,5052
176,1,"Shining, The (1980)",3.0,0,5063
177,1,"Silence of the Lambs, The (1991)",4.0,0,5102
178,1,Sister Act (1992),3.0,0,5131
179,1,Sleeping Beauty (1959),4.0,0,5153
180,1,Small Soldiers (1998),4.0,0,5165
181,1,Sneakers (1992),3.0,0,5180
182,1,So I Married an Axe Murderer (1993),4.0,0,5190
183,1,Song of the South (1946),4.0,0,5223
184,1,"South Park: Bigger, Longer and Uncut (1999)",5.0,0,5238
185,1,Space Jam (1996),3.0,0,5244
186,1,Spaceballs (1987),5.0,0,5246
187,1,Star Wars: Episode I - The Phantom Menace (1999),4.0,0,5321
188,1,Star Wars: Episode IV - A New Hope (1977),5.0,0,5324
189,1,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,0,5325
190,1,Star Wars: Episode VI - Return of the Jedi (1983),5.0,0,5326
191,1,Stargate (1994),3.0,0,5332
192,1,Starship Troopers (1997),3.0,0,5335
193,1,Superman (1978),4.0,0,5444
194,1,Superman II (1980),5.0,0,5445
195,1,Swingers (1996),4.0,0,5475
196,1,"Sword in the Stone, The (1963)",5.0,0,5481
197,1,"Talented Mr. Ripley, The (1999)",1.0,0,5512
198,1,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),4.0,0,5550
199,1,Teenage Mutant Ninja Turtles III (1993),4.0,0,5551
200,1,"Terminator, The (1984)",5.0,0,5566
201,1,"Texas Chainsaw Massacre, The (1974)",5.0,0,5572
202,1,That Thing You Do! (1996),4.0,0,5582
203,1,"Thin Red Line, The (1998)",5.0,0,5745
204,1,"Three Caballeros, The (1945)",5.0,0,5776
205,1,"Three Musketeers, The (1993)",4.0,0,5787
206,1,Thunderball (1965),5.0,0,5796
207,1,Tombstone (1993),5.0,0,5853
208,1,Tommy Boy (1995),5.0,0,5856
209,1,Total Recall (1990),4.0,0,5870
210,1,Toy Story (1995),4.0,0,5884
211,1,Toys (1992),2.0,0,5888
212,1,Transformers: The Movie (1986),4.0,0,5903
213,1,Tron (1982),4.0,0,5929
214,1,Twister (1996),3.0,0,5973
215,1,"Usual Suspects, The (1995)",5.0,0,6047
216,1,Very Bad Things (1998),5.0,0,6078
217,1,Wayne's World (1992),5.0,0,6179
218,1,"Wedding Singer, The (1998)",4.0,0,6191
219,1,Welcome to Woop-Woop (1997),4.0,0,6199
220,1,What About Bob? (1991),4.0,0,6207
221,1,Who Framed Roger Rabbit? (1988),5.0,0,6261
222,1,Wild Things (1998),4.0,0,6286
223,1,Willow (1988),4.0,0,6292
224,1,Willy Wonka & the Chocolate Factory (1971),5.0,0,6293
225,1,Winnie the Pooh and the Blustery Day (1968),5.0,0,6313
226,1,"Wizard of Oz, The (1939)",5.0,0,6326
227,1,"Wolf Man, The (1941)",5.0,0,6332
228,1,X-Men (2000),5.0,0,6371
229,1,Young Frankenstein (1974),5.0,0,6397
230,1,Young Sherlock Holmes (1985),3.0,0,6400
231,1,¡Three Amigos! (1986),4.0,0,6430
232,2,Collateral (2004),3.5,1,1211
233,2,"Dark Knight Rises, The (2012)",3.5,1,1393
234,2,"Dark Knight, The (2008)",4.5,1,1394
235,2,"Departed, The (2006)",4.0,1,1499
236,2,Django Unchained (2012),3.5,1,1579
237,2,Ex Machina (2015),3.5,1,1849
238,2,Exit Through the Gift Shop (2010),3.0,1,1853
239,2,"Girl with the Dragon Tattoo, The (2011)",2.5,1,2283
240,2,Gladiator (2000),4.0,1,2292
241,2,Good Will Hunting (1997),4.5,1,2349
242,2,Inception (2010),4.0,1,2853
243,2,Inglourious Basterds (2009),4.5,1,2876
244,2,Inside Job (2010),5.0,1,2884
245,2,Interstellar (2014),3.0,1,2900
246,2,Kill Bill: Vol. 1 (2003),4.0,1,3138
247,2,Louis C.K.: Hilarious (2010),4.0,1,3466
248,2,Mad Max: Fury Road (2015),5.0,1,3527
249,2,"Shawshank Redemption, The (1994)",3.0,1,5044
250,2,Shutter Island (2010),4.0,1,5088
251,2,Step Brothers (2008),5.0,1,5355
252,2,Talladega Nights: The Ballad of Ricky Bobby (2006),4.0,1,5521
253,2,The Drop (2014),2.0,1,5623
254,2,The Jinx: The Life and Deaths of Robert Durst (2015),5.0,1,5669
255,2,Tommy Boy (1995),4.0,1,5856
256,2,"Town, The (2010)",4.5,1,5879
257,2,Warrior (2011),5.0,1,6159
258,2,Whiplash (2014),4.0,1,6244
259,2,"Wolf of Wall Street, The (2013)",5.0,1,6334
260,2,Zombieland (2009),3.0,1,6419
261,3,2012 (2009),0.5,2,50
262,3,Alien Contamination (1980),5.0,2,219
263,3,Android (1982),5.0,2,327
264,3,Bambi (1942),0.5,2,514
265,3,"Clonus Horror, The (1979)",4.5,2,1187
266,3,Conan the Barbarian (1982),4.5,2,1231
267,3,Courage Under Fire (1996),0.5,2,1282
268,3,Dangerous Minds (1995),0.5,2,1380
269,3,Death Race 2000 (1975),5.0,2,1462
270,3,"Deer Hunter, The (1978)",0.5,2,1483
271,3,"Doors, The (1991)",0.5,2,1619
272,3,Escape from L.A. (1996),5.0,2,1813
273,3,Fast Times at Ridgemont High (1982),0.5,2,1925
274,3,Field of Dreams (1989),0.5,2,1957
275,3,Galaxy of Terror (Quest) (1981),5.0,2,2187
276,3,Green Card (1990),0.5,2,2397
277,3,Hangar 18 (1980),5.0,2,2467
278,3,Highlander (1986),3.5,2,2599
279,3,Lady and the Tramp (1955),0.5,2,3235
280,3,Looker (1981),4.5,2,3435
281,3,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),4.5,2,3642
282,3,My Fair Lady (1964),0.5,2,3936
283,3,On Golden Pond (1981),0.5,2,4167
284,3,Operation Dumbo Drop (1995),0.5,2,4212
285,3,Patton (1970),0.5,2,4320
286,3,Piranha (1978),4.5,2,4398
287,3,Requiem for a Dream (2000),0.5,2,4690
288,3,"Rescuers, The (1977)",0.5,2,4694
289,3,"Road Warrior, The (Mad Max 2) (1981)",5.0,2,4754
290,3,Saturn 3 (1980),5.0,2,4894
291,3,Schindler's List (1993),0.5,2,4928
292,3,Snow Dogs (2002),0.5,2,5182
293,3,Star Trek: The Motion Picture (1979),3.0,2,5320
294,3,The Lair of the White Worm (1988),5.0,2,5671
295,3,"Thing, The (1982)",4.0,2,5748
296,3,Troll 2 (1990),5.0,2,5928
297,3,Tron (1982),2.0,2,5929
298,3,Wallace & Gromit: The Best of Aardman Animation (1996),0.5,2,6138
299,3,You've Got Mail (1998),0.5,2,6393
300,4,12 Angry Men (1957),5.0,3,19
301,4,"Adventures of Priscilla, Queen of the Desert, The (1994)",4.0,3,168
302,4,Afterglow (1997),5.0,3,183
303,4,Airplane! (1980),5.0,3,197
304,4,Aladdin (1992),4.0,3,202
305,4,All About My Mother (Todo sobre mi madre) (1999),5.0,3,227
306,4,Almost Famous (2000),4.0,3,245
307,4,Amadeus (1984),4.0,3,258
308,4,American Beauty (1999),5.0,3,268
309,4,Austin Powers: International Man of Mystery (1997),4.0,3,430
310,4,Austin Powers: The Spy Who Shagged Me (1999),4.0,3,431
311,4,Barcelona (1994),2.0,3,532
312,4,Beautiful Thing (1996),5.0,3,580
313,4,Beauty and the Beast (1991),3.0,3,582
314,4,Beetlejuice (1988),5.0,3,600
315,4,Before Night Falls (2000),4.0,3,602
316,4,Before Sunrise (1995),5.0,3,603
317,4,Being John Malkovich (1999),4.0,3,611
318,4,Best in Show (2000),3.0,3,635
319,4,"Big Lebowski, The (1998)",4.0,3,674
320,4,Billy Elliot (2000),4.0,3,699
321,4,"Black Cat, White Cat (Crna macka, beli macor) (1998)",5.0,3,715
322,4,Blow (2001),5.0,3,767
323,4,Blow-Up (Blowup) (1966),3.0,3,769
324,4,Blue Velvet (1986),4.0,3,784
325,4,Bonnie and Clyde (1967),5.0,3,810
326,4,Bowfinger (1999),2.0,3,837
327,4,"Boys from Brazil, The (1978)",4.0,3,849
328,4,Brazil (1985),2.0,3,862
329,4,"Breakfast Club, The (1985)",4.0,3,869
330,4,Breakfast at Tiffany's (1961),4.0,3,870
331,4,"Bridge on the River Kwai, The (1957)",5.0,3,886
332,4,Bridget Jones's Diary (2001),4.0,3,889
333,4,Buffalo '66 (a.k.a. Buffalo 66) (1998),1.0,3,931
334,4,Bullets Over Broadway (1994),4.0,3,941
335,4,Bulworth (1998),4.0,3,944
336,4,Butch Cassidy and the Sundance Kid (1969),3.0,3,954
337,4,Can't Hardly Wait (1998),4.0,3,979
338,4,Casablanca (1942),5.0,3,1016
339,4,Character (Karakter) (1997),2.0,3,1072
340,4,Chocolat (2000),1.0,3,1117
341,4,Circle of Friends (1995),1.0,3,1147
342,4,"Circle, The (Dayereh) (2000)",3.0,3,1148
343,4,"Closet, The (Placard, Le) (2001)",3.0,3,1191
344,4,"Commitments, The (1991)",4.0,3,1227
345,4,Conspiracy Theory (1997),1.0,3,1246
346,4,Cookie's Fortune (1999),5.0,3,1259
347,4,"Corrina, Corrina (1994)",3.0,3,1277
348,4,Crimes and Misdemeanors (1989),2.0,3,1310
349,4,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",4.0,3,1325
350,4,Crumb (1994),5.0,3,1335
351,4,"Crying Game, The (1992)",3.0,3,1340
352,4,Dazed and Confused (1993),1.0,3,1427
353,4,Dead Again (1991),5.0,3,1429
354,4,Defending Your Life (1991),3.0,3,1484
355,4,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",4.0,3,1524
356,4,Dial M for Murder (1954),5.0,3,1530
357,4,Divided We Fall (Musíme si pomáhat) (2000),4.0,3,1574
358,4,Donnie Brasco (1997),4.0,3,1614
359,4,East is East (1999),2.0,3,1712
360,4,Eat Drink Man Woman (Yin shi nan nu) (1994),5.0,3,1720
361,4,Ed Wood (1994),2.0,3,1722
362,4,Election (1999),5.0,3,1742
363,4,Elizabeth (1998),2.0,3,1751
364,4,"English Patient, The (1996)",1.0,3,1784
365,4,Erin Brockovich (2000),4.0,3,1805
366,4,Everyone Says I Love You (1996),3.0,3,1840
367,4,Eyes Wide Shut (1999),2.0,3,1871
368,4,Fantasia (1940),5.0,3,1903
369,4,Fargo (1996),5.0,3,1917
370,4,Fight Club (1999),2.0,3,1962
371,4,"Fish Called Wanda, A (1988)",2.0,3,2001
372,4,Flirting With Disaster (1996),5.0,3,2033
373,4,Four Weddings and a Funeral (1994),3.0,3,2084
374,4,"Fugitive, The (1993)",5.0,3,2155
375,4,"Full Monty, The (1997)",4.0,3,2158
376,4,Galaxy Quest (1999),1.0,3,2186
377,4,Get Shorty (1995),3.0,3,2235
378,4,Ghost World (2001),1.0,3,2250
379,4,"Gift, The (2000)",3.0,3,2264
380,4,"Gods Must Be Crazy, The (1980)",5.0,3,2311
381,4,Gone with the Wind (1939),5.0,3,2339
382,4,Good Will Hunting (1997),1.0,3,2349
383,4,Goodfellas (1990),4.0,3,2356
384,4,"Grifters, The (1990)",4.0,3,2409
385,4,Grosse Pointe Blank (1997),4.0,3,2412
386,4,Groundhog Day (1993),4.0,3,2413
387,4,Hairspray (1988),5.0,3,2445
388,4,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),4.0,3,2511
389,4,Heavenly Creatures (1994),3.0,3,2544
390,4,High Fidelity (2000),2.0,3,2588
391,4,High Noon (1952),5.0,3,2590
392,4,High Plains Drifter (1973),4.0,3,2591
393,4,Hook (1991),1.0,3,2654
394,4,I'm the One That I Want (2000),5.0,3,2774
395,4,In the Mood For Love (Fa yeung nin wa) (2000),3.0,3,2844
396,4,In the Name of the Father (1993),5.0,3,2846
397,4,Indiana Jones and the Last Crusade (1989),4.0,3,2870
398,4,Innerspace (1987),4.0,3,2882
399,4,JFK (1991),4.0,3,2964
400,4,Jeffrey (1995),3.0,3,3007
401,4,"Jerk, The (1979)",4.0,3,3011
402,4,"Jungle Book, The (1967)",5.0,3,3081
403,4,L.A. Confidential (1997),2.0,3,3221
404,4,L.I.E. (2001),5.0,3,3224
405,4,Labyrinth (1986),5.0,3,3228
406,4,"League of Their Own, A (1992)",4.0,3,3299
407,4,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",3.0,3,3315
408,4,Life Is Beautiful (La Vita è bella) (1997),1.0,3,3345
409,4,Like Water for Chocolate (Como agua para chocolate) (1992),5.0,3,3362
410,4,Little Voice (1998),5.0,3,3397
411,4,Living in Oblivion (1995),5.0,3,3407
412,4,Lone Star (1996),4.0,3,3422
413,4,Love in the Afternoon (1957),3.0,3,3488
414,4,Magnolia (1999),4.0,3,3545
415,4,"Man Who Wasn't There, The (2001)",3.0,3,3576
416,4,Manhattan Murder Mystery (1993),5.0,3,3604
417,4,Mansfield Park (1999),3.0,3,3607
418,4,Mars Attacks! (1996),1.0,3,3627
419,4,"Matrix, The (1999)",1.0,3,3654
420,4,Maverick (1994),4.0,3,3655
421,4,Maya Lin: A Strong Clear Vision (1994),3.0,3,3663
422,4,Memento (2000),2.0,3,3694
423,4,Men in Black (a.k.a. MIB) (1997),3.0,3,3701
424,4,Metropolitan (1990),2.0,3,3719
425,4,Mighty Aphrodite (1995),3.0,3,3737
426,4,Mission: Impossible (1996),3.0,3,3784
427,4,Monty Python and the Holy Grail (1975),5.0,3,3828
428,4,Monty Python's Life of Brian (1979),5.0,3,3830
429,4,Moulin Rouge (2001),1.0,3,3850
430,4,Mr. Mom (1983),1.0,3,3867
431,4,Mulan (1998),3.0,3,3886
432,4,Muriel's Wedding (1994),5.0,3,3913
433,4,My Fair Lady (1964),5.0,3,3936
434,4,My Life in Pink (Ma vie en rose) (1997),3.0,3,3952
435,4,"Name of the Rose, The (Name der Rose, Der) (1986)",4.0,3,3979
436,4,"NeverEnding Story III, The (1994)",1.0,3,4019
437,4,Night on Earth (1991),2.0,3,4050
438,4,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",4.0,3,4060
439,4,No Man's Land (2001),5.0,3,4078
440,4,Nobody Loves Me (Keiner liebt mich) (1994),4.0,3,4085
441,4,North by Northwest (1959),5.0,3,4096
442,4,Notorious (1946),5.0,3,4106
443,4,"O Brother, Where Art Thou? (2000)",3.0,3,4126
444,4,"Opposite of Sex, The (1998)",3.0,3,4213
445,4,"Outlaw Josey Wales, The (1976)",5.0,3,4246
446,4,"Pajama Game, The (1957)",4.0,3,4269
447,4,Pecker (1998),1.0,3,4332
448,4,"Perfect Murder, A (1998)",2.0,3,4347
449,4,"Philadelphia Story, The (1940)",5.0,3,4377
450,4,"Piano, The (1993)",1.0,3,4382
451,4,"Planes, Trains & Automobiles (1987)",3.0,3,4416
452,4,"Postman, The (Postino, Il) (1994)",3.0,3,4475
453,4,Pretty in Pink (1986),3.0,3,4499
454,4,"Princess Bride, The (1987)",5.0,3,4520
455,4,Psycho (1960),4.0,3,4552
456,4,Pulp Fiction (1994),1.0,3,4558
457,4,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),3.0,3,4608
458,4,Rear Window (1954),4.0,3,4642
459,4,Rebel Without a Cause (1955),5.0,3,4644
460,4,Romancing the Stone (1984),4.0,3,4794
461,4,Run Lola Run (Lola rennt) (1998),5.0,3,4836
462,4,Rushmore (1998),3.0,3,4855
463,4,Saboteur (1942),5.0,3,4862
464,4,Safe (1995),2.0,3,4866
465,4,"Searchers, The (1956)",5.0,3,4958
466,4,Series 7: The Contenders (2001),3.0,3,4992
467,4,Seven (a.k.a. Se7en) (1995),2.0,3,4997
468,4,Seven Samurai (Shichinin no samurai) (1954),2.0,3,5001
469,4,Shadow of a Doubt (1943),4.0,3,5016
470,4,Shallow Grave (1994),5.0,3,5030
471,4,"Silence of the Lambs, The (1991)",5.0,3,5102
472,4,Singin' in the Rain (1952),4.0,3,5125
473,4,Six Degrees of Separation (1993),5.0,3,5138
474,4,"Sixth Sense, The (1999)",4.0,3,5140
475,4,Sleeper (1973),5.0,3,5151
476,4,Sleepless in Seattle (1993),1.0,3,5154
477,4,Smoke Signals (1998),4.0,3,5169
478,4,Some Like It Hot (1959),5.0,3,5206
479,4,Spaceballs (1987),4.0,3,5246
480,4,"Spanish Prisoner, The (1997)",5.0,3,5250
481,4,Stand by Me (1986),4.0,3,5301
482,4,Star Wars: Episode I - The Phantom Menace (1999),1.0,3,5321
483,4,Star Wars: Episode IV - A New Hope (1977),5.0,3,5324
484,4,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,3,5325
485,4,State and Main (2000),3.0,3,5340
486,4,Strangers on a Train (1951),5.0,3,5389
487,4,Strictly Ballroom (1992),5.0,3,5397
488,4,"Sweet Hereafter, The (1997)",4.0,3,5465
489,4,Swingers (1996),2.0,3,5475
490,4,"Sword in the Stone, The (1963)",4.0,3,5481
491,4,"Talented Mr. Ripley, The (1999)",4.0,3,5512
492,4,There's Something About Mary (1998),3.0,3,5734
493,4,Thirteen Days (2000),4.0,3,5756
494,4,This Is Spinal Tap (1984),4.0,3,5762
495,4,"Thomas Crown Affair, The (1999)",1.0,3,5766
496,4,To Die For (1995),3.0,3,5829
497,4,Together (Tillsammans) (2000),3.0,3,5839
498,4,Tombstone (1993),2.0,3,5853
499,4,Traffic (2000),5.0,3,5890
500,4,"Truth About Cats & Dogs, The (1996)",4.0,3,5944
501,4,Twelfth Night (1996),4.0,3,5956
502,4,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),2.0,3,5958
503,4,Under the Sand (2000),4.0,3,6006
504,4,Unforgiven (1992),4.0,3,6021
505,4,"Visit, The (2000)",2.0,3,6100
506,4,Waiting for Guffman (1996),5.0,3,6120
507,4,Waking Ned Devine (a.k.a. Waking Ned) (1998),4.0,3,6125
508,4,West Side Story (1961),5.0,3,6203
509,4,What About Bob? (1991),3.0,3,6207
510,4,"Wild Bunch, The (1969)",2.0,3,6279
511,4,Willy Wonka & the Chocolate Factory (1971),4.0,3,6293
512,4,"Wings of Desire (Himmel über Berlin, Der) (1987)",1.0,3,6306
513,4,With Honors (1994),2.0,3,6321
514,4,"Wizard of Oz, The (1939)",5.0,3,6326
515,4,Wonder Boys (2000),4.0,3,6342
516,5,Ace Ventura: Pet Detective (1994),3.0,4,138
517,5,Addams Family Values (1993),3.0,4,150
518,5,Aladdin (1992),4.0,4,202
519,5,Apollo 13 (1995),3.0,4,368
520,5,Babe (1995),4.0,4,460
521,5,Batman (1989),3.0,4,547
522,5,Batman Forever (1995),3.0,4,550
523,5,Beauty and the Beast (1991),5.0,4,582
524,5,Braveheart (1995),4.0,4,861
525,5,Clear and Present Danger (1994),3.0,4,1176
526,5,Clueless (1995),3.0,4,1197
527,5,Dances with Wolves (1990),5.0,4,1374
528,5,Dead Man Walking (1995),4.0,4,1435
529,5,Eat Drink Man Woman (Yin shi nan nu) (1994),4.0,4,1720
530,5,Fargo (1996),3.0,4,1917
531,5,Four Weddings and a Funeral (1994),2.0,4,2084
532,5,"Fugitive, The (1993)",4.0,4,2155
